MORTDUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,DEBTINC_missing,JOB_GROUP_Office and Professional,JOB_GROUP_Self-Employed and Sales,REASON_HomeImp,LOAN_VALUE_ratio,BAD,Prob,Score,Score_Normalized,Surname,Name
147622.0,3.0,0.0,0.0,170.48072082,0.0,16.0,41.52143161,0,0.0,1.0,1.0,0.13390880330272506,0,0.06621104606952911,704,591,Loretta,Khan
20798.0,2.0,0.0,0.0,219.30936478,0.0,16.0,37.763211014,0,1.0,0.0,0.0,0.4555028962491969,0,0.038865579848569004,725,637,Kimberly,Lowery
120966.0,4.0,0.0,0.0,202.53433338,0.0,17.0,27.436646043,0,0.0,0.0,0.0,0.08717226580793759,0,0.01876540369114118,752,698,Andrea,Peterson
111367.0,16.0,0.0,0.0,184.23480732,1.0,18.0,41.03530607,0,0.0,0.0,0.0,0.12321359901332424,0,0.035692508755304046,728,644,Brian,Marsh
77900.0,4.0,0.0,0.0,110.6,0.0,17.0,34.802428777,1,0.0,0.0,0.0,0.18975332068131165,1,0.5684180564533678,599,353,Catherine,Peterson
110048.0,1.0,0.0,1.0,126.4,2.0,24.0,34.802428777,1,0.0,0.0,0.0,0.2801120448147887,1,0.9225545623214758,520,173,Christopher,Martinez
74187.0,9.0,0.0,1.0,118.44249103,0.0,24.0,40.110407425,0,0.0,0.0,1.0,0.07470623986939443,0,0.19328981528159372,660,492,Jason,Brown
16779.0,24.0,0.0,1.0,228.05700238,0.0,24.0,27.176647716,0,0.0,0.0,0.0,0.36472442059516075,0,0.026120370714544892,739,670,David,Holmes
119903.0,9.0,0.0,0.0,297.30748082,1.0,25.0,37.636502449,0,1.0,0.0,0.0,0.3114971673056164,0,0.011506991042280734,770,738,Destiny,Thompson
29648.0,11.0,0.0,0.0,180.56306914,0.0,13.0,21.554949656,0,1.0,0.0,1.0,0.14032625854761505,0,0.09939336660627875,688,555,Justin,Hernandez
25344.0,9.96005710793362,0.0,0.0,249.9837678,0.0,50.0,42.435562666,0,0.0,0.0,1.0,0.19815390789357187,0,0.021921079895443084,746,685,Julie,Smith
57760.0,11.0,0.0,0.0,108.46940045,1.0,18.0,32.783483568,0,0.0,0.0,0.0,0.18005645837827028,0,0.042547314984356766,721,629,Leonard,Serrano
48919.0,15.0,0.0,1.0,205.65015947,0.0,15.0,34.818261819,0,0.0,0.0,0.0,0.9521157532750842,0,0.2594031813076102,647,461,Steven,Ball
24000.0,14.4,0.0,0.0,109.56666667,2.0,25.0,34.802428777,1,0.0,0.0,0.0,0.4510204081540608,0,0.5291213346194581,605,365,Jacqueline,Lopez
53000.0,7.5,0.0,0.0,132.56666667,0.0,17.0,34.802428777,1,0.0,0.0,1.0,0.12128562765128434,0,0.6193843707782779,591,335,Natasha,Wilson
81938.0,2.0,0.0,0.0,282.90060926,1.0,21.0,40.038841103,0,1.0,0.0,0.0,0.17422094983214312,0,0.005,800,750,David,Bryant
113724.0,4.0,0.2767555693967558,0.6630097279613227,294.89276272,1.0,36.0,42.397248986,0,1.0,0.0,0.0,0.17700978488917468,0,0.03157303657997304,732,654,Wendy,Jones
139534.0,0.0,0.0,0.0,101.94351853,6.0,17.0,32.761083981,0,0.0,0.0,0.0,0.11445170660790442,1,0.19542496663736386,660,490,Amanda,Figueroa
94600.0,15.0,0.560735435787137,1.0,220.13333333,4.0,31.0,34.802428777,1,0.0,0.0,0.0,0.27218543046177357,0,0.6816690829954564,581,313,Natalie,Green
77929.0,8.0,0.0,0.0,173.8298837,0.0,34.0,33.897772554,0,1.0,0.0,1.0,0.10685628800580078,0,0.0025042645322136204,825,750,Mark,Thompson
62094.0,9.0,0.0,0.0,173.70668814452543,0.0,15.0,25.407142509,0,1.0,0.0,0.0,0.15783284160847313,0,0.004800654005785435,801,750,Valerie,Fitzpatrick
65022.0,9.401885050543564,0.0,0.0,181.29504647,0.0,9.0,30.879317294,0,0.0,0.0,0.0,0.1829750072755128,0,0.019432190519045423,750,695,Teresa,Moreno
85198.0,0.0,0.0,0.0,66.758325469,0.0,19.0,36.846466819,0,1.0,0.0,1.0,0.09995889540656218,0,0.0561614448426227,711,605,Tim,Solis
35300.0,25.0,0.0,0.0,261.86666667,1.0,7.0,34.802428777,1,0.0,0.0,1.0,0.27280801928343096,0,0.370001857796279,628,418,Alexander,Hicks
32683.0,11.0,0.0,0.0,114.41203294,0.0,10.0,21.46972396,0,0.0,0.0,1.0,0.29710937338194837,0,0.008644515693959966,780,750,Lisa,Allen
18989.0,26.0,0.0,1.0,206.76549496,0.0,24.0,27.551408817,0,0.0,0.0,0.0,0.4553645823152796,0,0.02285565804095341,744,681,Maria,Lopez
69723.0,5.0,0.0,0.0,114.85553461,1.0,19.0,22.957291799,0,1.0,0.0,0.0,0.17832992232261763,0,0.014298240270311053,762,720,Sabrina,Carter
397299.0,4.0,0.0,0.0,197.51668389,0.0,21.0,43.458327417,0,1.0,0.0,0.0,0.07139373841788473,1,0.315470256515727,637,438,Leah,Jones
59813.0,13.0,0.0,0.0,234.33024049,4.0,31.0,39.351470851,0,1.0,0.0,0.0,0.15643654028026244,0,0.0,850,750,Kelly,Dean
106020.0,22.0,0.0,0.0,188.75246946,0.0,18.0,25.33037232,0,0.0,0.0,0.0,0.13784400329982116,0,0.005,800,750,Sandra,Martin
42600.0,10.0,0.0,0.0,119.7,1.0,20.0,34.802428777,1,0.0,0.0,0.0,0.3309352517937995,0,0.701451508718771,578,305,Sean,Hill
65022.0,26.0,0.0,0.0,335.15468819,0.0,16.0,12.706937983,0,1.0,0.0,0.0,0.16348999399677688,0,0.06137759092068558,707,598,Donald,Carey
19688.0,20.0,0.0,2.0,407.26116688,0.0,12.0,22.839078993,0,1.0,0.0,0.0,0.1653888561223956,0,0.0843142092398198,695,570,Marie,Harris
134642.0,0.0,0.4989003571543874,0.7591979999301441,122.45686327,1.836048379721476,39.0,32.698800459,0,0.0,0.0,0.0,0.1444841532618694,0,0.021475708326989803,747,687,Russell,Schmitt
82097.0,0.0,0.0,0.0,129.3745132,0.0,22.0,39.827217203,0,0.0,0.0,0.0,0.1596408081799986,0,0.0223737634027448,745,683,Trevor,Gordon
35028.0,23.0,0.0,1.0,108.63396857,0.0,23.0,40.797457548,0,0.0,0.0,1.0,0.2178688792422181,0,0.1535292957477059,670,514,Jeremy,Walls
65022.0,8.939603525686081,0.2696576657341044,0.4606976520578138,178.5503516614801,1.1969285750712755,21.27564585811222,16.179249586,0,0.0,0.0,0.0,0.15433561226457498,0,0.0033371218744535757,814,750,Cynthia,Anderson
39386.0,4.0,0.0,0.0,110.4779566,1.0,16.0,38.521759005,0,0.0,0.0,0.0,0.244595382787172,0,0.17501412711060513,665,502,Kathy,Brewer
94403.0,9.0,0.0,1.0,217.78684139,0.0,19.0,34.802428777,1,1.0,0.0,0.0,0.18487394957776054,1,0.8461933475468529,547,236,Michael,Floyd
72860.0,0.0,1.0,1.0,104.04046687,2.0,26.0,36.025925278,0,0.0,0.0,0.0,0.2058729122139543,0,0.18161933703330513,663,498,Andrew,Webb
28217.0,14.0,0.0,0.0,109.36568457,1.0,25.0,30.587728164,0,0.0,0.0,0.0,0.43367926671400503,0,0.057096588596595915,710,604,Rita,Cabrera
23000.0,0.2,0.21826338905872184,0.42961704251488114,312.53333333,1.0293842250782097,25.0,34.802428777,1,0.0,0.0,0.0,0.39130434781758033,0,0.49914821857679326,609,375,Daniel,Salazar
100693.0,6.0,0.0,0.0,88.470452135,0.0,14.0,29.393543382,0,1.0,0.0,1.0,0.031374462929927106,0,0.037016708594628585,726,641,Richard,Wilson
58051.0,6.0,0.35670813230128184,0.4957103945903896,113.2818573,1.4496650395295845,23.0,41.860039809,0,0.0,0.0,0.0,0.14234548626836951,0,0.08452134508849175,695,569,Lorraine,Marshall
79163.0,0.0,0.0,0.0,310.61455492,0.0,24.0,38.109978597,0,1.0,0.0,0.0,0.21326095385636182,0,0.02493186716140386,741,674,Dale,Weeks
65022.0,7.328553400319476,0.2933968429448064,0.3034493594961683,84.231761118,1.2839099648837005,12.0,28.453876923,0,0.0,0.0,0.0,0.4940538649769575,0,0.004002726510067114,808,750,Scott,Wiggins
65022.0,18.0,0.0,0.0,169.94538773,1.0,15.0,35.312710478,0,1.0,0.0,1.0,0.258303704371158,0,0.14245159534349877,674,521,Robert,Kelley
126919.0,10.0,0.26242631828989327,0.4676871246810485,181.1297714811634,1.176285970917257,21.317196160079863,34.802428777,1,0.0,0.0,1.0,0.0474286469024445,1,0.8055091343158237,558,259,Joseph,Jenkins
99600.0,8.0,0.0,0.0,80.1,3.0,21.0,34.802428777,1,1.0,0.0,0.0,0.0796812748997635,1,0.5516675953791497,601,358,Jessica,Gray
83188.0,25.0,0.07289880704006421,0.0,321.56093961,1.0,42.0,37.69667921,0,0.0,0.0,0.0,0.18024226680997482,0,0.02045311454681916,748,691,Amy,Hawkins
137000.0,6.0,0.7399040813439143,0.9674986352985462,183.66666667,5.0,43.0,34.802428777,1,1.0,0.0,0.0,0.11563671751944564,0,0.36567229226005177,629,420,Harold,Mason
53200.0,2.0,0.0,0.0,224.23333333,5.0,39.0,34.802428777,1,1.0,0.0,0.0,0.14929577464578458,1,0.3276391218736973,635,434,Richard,Compton
24350.0,0.0,0.0,0.0,81.840250201,0.0,6.0,13.409995648,0,0.0,0.0,0.0,0.7458618296970497,0,0.11314460746084493,683,543,Steven,Washington
43530.0,21.0,0.0,0.0,114.98297904,0.0,23.0,39.481662901,0,0.0,0.0,1.0,0.2014134275582789,0,0.07838036982517749,698,576,Tara,Smith
227543.0,3.0,0.0,0.0,203.94158615,0.0,29.0,17.425633477,0,1.0,0.0,0.0,0.11415090749931976,0,0.12672053321663954,679,533,Aaron,Wilson
71902.0,5.0,0.0,0.0,214.38925238,0.0,13.0,29.045964061,0,0.0,0.0,1.0,0.2260442260420045,0,0.04602583599974554,718,622,Amanda,Merritt
85165.0,6.0,5.0,3.0,122.76666667,5.0,28.0,34.802428777,1,0.0,0.0,1.0,0.04632203075739928,1,0.9118079740277082,525,184,Heather,Leonard
25448.0,3.0,0.0,0.0,215.59249909,0.0,16.0,38.975114989,0,1.0,0.0,0.0,0.39552924363592096,0,0.04324511492762274,721,628,Brian,Johnson
69588.0,12.0,0.0,0.0,118.25448658,0.0,11.0,39.975347097,0,1.0,0.0,1.0,0.46134819281810546,0,0.06237337158817311,707,596,Alexis,Gibbs
127045.0,4.0,0.0,0.0,135.97527671,0.0,21.0,25.861812336,0,1.0,0.0,0.0,0.09216702373702387,0,0.005,800,750,Darren,Davis
87167.0,8.0,0.0,0.0,194.11317353,2.0,36.0,41.329763904,0,1.0,0.0,0.0,0.13045115085817202,0,0.01233984838452069,767,733,Rebekah,Taylor
113963.0,3.0,1.0,0.0,243.68060389,1.0,26.0,143.94960495,0,0.0,1.0,1.0,0.15632744881110056,1,0.6444183451011695,587,326,Kristen,Roberts
61821.0,5.0,0.0,0.0,123.28602489,0.0,34.0,35.875343986,0,0.0,0.0,1.0,0.12648075024484082,0,0.05081709048666551,714,614,Earl,Walter
18059.0,26.0,0.0,1.0,213.03628478,0.0,24.0,25.547010323,0,0.0,0.0,0.0,0.40098758513717647,0,0.014535563089236987,761,719,Eric,Nunez
78059.0,5.0,0.29652856251847387,0.43474625470437356,168.96836651752443,1.273636250978743,21.121887824264327,20.679313582,0,0.0,0.0,0.0,0.07035137312999205,0,0.020411233003316053,749,691,Kimberly,Tapia
20200.0,21.0,0.0,1.0,199.9,2.0,16.0,34.802428777,1,1.0,0.0,0.0,0.3490401396066844,0,0.793890957516989,560,265,Lauren,Cooper
77246.0,10.0,0.0,0.0,79.21417248,0.0,34.0,26.521740538,0,0.0,0.0,0.0,0.2504968872661304,0,0.006832248582654643,788,750,Renee,Oneal
64486.0,4.0,2.0,3.0,182.18025649,3.0,29.0,37.073413461,0,1.0,0.0,0.0,0.16163475264972885,0,0.1918995551671249,661,492,Teresa,Collins
43830.0,4.6,1.0,0.0,148.13333333,1.0,27.0,34.802428777,1,0.0,0.0,0.0,0.2670922224043828,1,0.7940664306893445,560,265,Samantha,Willis
66000.0,3.0,1.0,1.0,242.43333333,0.0,8.0,34.802428777,1,0.0,0.0,0.0,0.08111239860856186,1,0.7805861895170352,563,271,Kathryn,King
58992.0,4.0,0.0,0.0,103.50429531,0.0,16.0,40.956598244,0,0.0,0.0,0.0,0.21424622189211384,0,0.23219399351468772,652,473,Natalie,Gardner
134952.0,8.0,1.0,0.0,225.32367218,1.0,19.0,35.734856373,0,0.0,0.0,0.0,0.1601682673410244,0,0.0,850,750,Robert,Mcdaniel
62754.0,19.0,0.0,0.0,628.98194793,0.0,24.0,20.200302232,0,1.0,0.0,1.0,0.2240103752151776,0,0.008080958915166681,782,750,John,Fowler
137889.0,6.0,0.0,0.0,317.35612488,0.0,17.0,44.968713692,0,0.0,0.0,1.0,0.12132937646471703,0,0.09293833510682083,691,561,Jason,Huff
87875.0,10.0,0.0,0.0,112.91251455,2.0,15.0,38.505897277,0,0.0,0.0,0.0,0.16975364143017618,0,0.06468654395453892,705,593,Autumn,Hendricks
34044.0,10.0,0.0,0.0,245.1308598,1.0,32.0,36.350329432,0,0.0,0.0,0.0,0.18822601462447608,0,0.00928780049427095,777,750,Melissa,Sims
54040.0,6.0,0.0,0.0,237.59925433,0.0,18.0,34.883435314,0,0.0,0.0,0.0,0.21974052556786763,0,0.015828578125543433,758,712,Donald,Barnes
184000.0,4.0,0.0,4.0,230.1,2.0,44.0,34.802428777,1,0.0,0.0,0.0,0.10740677092237752,1,0.6942925131286165,579,308,Jill,Galloway
47367.0,4.0,0.0,0.0,210.43553362,0.0,10.0,25.042108535,0,1.0,0.0,0.0,0.08620914861859671,0,0.05050971755234786,715,614,Joseph,Pierce
65022.0,0.0,0.0,0.0,121.59824910810035,0.0,0.0,1.6035079777,0,0.0,0.0,0.0,0.22892315155578416,0,0.09581499442115426,690,558,Timothy,Duffy
47067.0,17.0,0.0,0.0,174.62101544,2.0,21.0,33.673146444,0,1.0,0.0,0.0,0.41079441318949006,0,0.031438734226788764,733,655,Tracy,Haynes
44462.0,8.0,0.0,0.0,207.56405016,3.0,37.0,40.302867689,0,0.0,1.0,1.0,0.4872655401457172,0,0.0033371218744535757,814,750,Hector,Hamilton
32446.0,2.0,0.0,0.0,51.733333333,1.0,9.0,34.802428777,1,0.0,0.0,1.0,0.10928165525081449,1,0.9580605276625317,496,120,Nicolas,Phillips
82407.0,8.949893462426612,0.0,0.0,169.80527106,0.0,24.0,39.488844436,0,0.0,0.0,0.0,0.22173990660407458,0,0.0036397444455039574,811,750,Katherine,Hernandez
49255.0,8.0,0.0,0.0,122.06196718,3.0,49.0,30.033722382,0,0.0,0.0,0.0,0.2914885347795782,0,0.06622219635777364,704,591,Jessica,Cherry
43210.0,1.0,1.0,0.4789493738476966,103.08948312,1.5889598598200163,13.0,38.704985068,0,0.0,0.0,1.0,0.15915030489581267,0,0.2058135850487034,658,485,David,Collins
65206.0,7.0,0.22140556724309995,0.33831886258299454,57.59183135,0.0,16.0,42.50243535,0,0.0,0.0,0.0,1.3780233975900362,0,0.14952719453472121,672,517,Derek,Johnson
70300.0,1.0,0.0,0.0,242.46666667,1.0,38.0,34.802428777,1,1.0,0.0,0.0,0.06046511627850731,0,0.35677111060237915,630,423,Jamie,Howell
56979.0,10.0,0.0,2.0,178.92995639,1.0,12.0,27.816420302,0,1.0,0.0,1.0,0.1866500755467664,0,0.27330481020874603,644,455,Samantha,Zimmerman
65372.0,4.0,0.5986477756118338,1.0,102.6208363,3.0,29.0,38.934169132,0,0.0,0.0,0.0,0.1621103824311386,1,0.10013687090097466,688,554,Paul,Taylor
27623.0,8.0,0.0,0.0,122.46327196,0.0,12.0,55.962022219,0,1.0,0.0,0.0,0.19040926658214904,1,0.850312292428152,546,233,Michael,Barton
3372.0,4.3,0.0,0.0,326.66666667,6.0,15.0,34.802428777,1,1.0,0.0,1.0,0.9397590361219335,1,0.1937717026511607,660,491,Lindsay,Hernandez
102925.0,3.0,0.0,0.0,137.38937273,0.0,22.0,36.44647661,0,1.0,0.0,1.0,0.1327279077878735,0,0.018290527004338065,753,700,Alexander,Choi
71571.0,1.4,0.0,1.0,82.133333333,0.0,13.0,34.802428777,1,1.0,0.0,0.0,0.058754406579803124,1,0.7983994814671236,559,263,Sandra,Davenport
65022.0,10.0,0.0,1.0,74.429307591,1.0,2.0,29.975603348,0,0.0,0.0,1.0,0.560197790487272,1,0.6127098983902182,592,338,Michelle,Keith
90714.0,11.0,0.0,0.0,215.61201633,0.0,13.0,40.304301343,0,1.0,0.0,0.0,0.11388953546275822,0,0.004002726510067114,808,750,Christopher,Sanchez
64537.0,7.0,1.0,1.0,120.35142038,4.0,25.0,34.686088674,0,1.0,0.0,0.0,0.26606016392453696,0,0.11465898362962579,683,542,Patrick,Peters
213165.0,5.0,0.7624757662492005,4.0,476.72828095,1.3632584015829465,55.0,31.181661193,0,1.0,0.0,1.0,0.09501255016487155,0,0.036273025493569686,727,643,Marc,Allen
7804.0,8.0,2.0,0.0,347.12332582,0.0,21.0,16.816307486,0,0.0,0.0,1.0,0.1835002676017509,0,0.07232340068157223,701,583,Michelle,Gordon
74459.0,6.0,3.0,0.0,72.864590397,1.0,21.0,24.935229965,0,0.0,0.0,0.0,0.15495617645484525,0,0.08135999352669789,696,573,John,Curtis
116932.0,19.0,0.0,0.0,171.46666667,2.0,23.0,34.802428777,1,0.0,0.0,1.0,0.14485196129450684,1,0.4065419221839845,623,406,Alexis,Reid
78905.0,0.0,0.0,0.0,152.17113748,0.0,23.0,42.218282221,0,0.0,0.0,0.0,0.1618388167312468,0,0.10312167732231345,687,552,Michelle,Martin
65022.0,12.424811864704296,0.0,0.0,347.24501311,0.0,6.0,37.774681559,0,0.0,0.0,1.0,0.15844167947934135,0,0.06418256605026157,706,594,Robert,Deleon
206126.0,9.0,0.0,0.0,119.0697634,1.0,42.0,41.670187737,0,0.0,0.0,1.0,0.11895537079260736,0,0.13991320934145507,674,523,Ryan,Potter
96225.0,2.0,0.0,0.0,144.53360587,1.0,22.0,38.781048258,0,1.0,0.0,1.0,0.12158756079270132,0,0.024002726510067116,743,677,Joseph,Chapman
111000.0,6.0,2.0,2.0,138.33333333,3.0,65.0,34.802428777,1,0.0,0.0,0.0,0.09433072351596489,1,0.8868181123612829,535,207,Matthew,Nelson
53983.0,5.0,0.16302567975755994,0.18570332437069878,95.523512118,0.0,9.0,36.920385648,0,0.0,0.0,0.0,0.23205949408001225,0,0.08741501351574249,694,566,Victor,Lopez
69435.0,14.0,0.0,0.0,200.41843402,1.0,17.0,22.841092848,0,1.0,0.0,0.0,0.06707470445128012,0,0.0244441781088858,742,676,Christopher,Barrett
68000.0,10.0,0.0,0.0,206.96666667,2.0,13.0,34.802428777,1,1.0,0.0,0.0,0.1820057028435155,0,0.14826425020886577,672,518,Wendy,Brown
41144.0,2.0,0.0,0.0,73.6,1.0,18.0,34.802428777,1,0.0,0.0,0.0,0.18021052631275436,1,0.7991652869333467,559,262,Austin,Morgan
85200.0,8.0,1.0,0.0,188.66666667,4.0,17.0,34.802428777,1,0.0,0.0,1.0,0.15686274509628167,1,0.28976004132785066,641,448,Rachel,Hardin
188545.0,9.0,0.0,0.0,102.5,2.0,26.0,34.802428777,1,0.0,0.0,0.0,0.1036144877917116,0,0.4675199918634695,614,386,Tiffany,Burns
96431.0,10.432478291902514,0.0,0.4168669606245293,256.3719323,0.9264778625373513,23.0,39.07781351,0,0.0,0.0,0.0,0.1010639617066723,0,0.016418080789620256,757,709,Devin,Potts
100822.0,0.0,0.0,0.0,126.42643974,0.0,30.0,37.877411067,0,1.0,0.0,0.0,0.15149347315492318,0,0.02424888528197304,742,677,Nicole,Taylor
70872.0,4.0,0.0,0.0,243.99793481,3.0,26.0,29.048020616,0,0.0,0.0,0.0,0.16792327371304366,0,0.0,850,750,Curtis,Mccormick
58229.0,2.0,0.0,0.0,228.56035401,0.0,9.0,34.124242283,0,0.0,0.0,0.0,0.19722533669880957,0,0.005,800,750,Timothy,Peters
38232.0,8.939603525686081,0.2696576657341044,0.4606976520578138,178.5503516614801,1.1969285750712755,21.27564585811222,36.027104172,0,0.0,0.0,0.0,0.2235970545673717,0,0.008448853475704853,781,750,Theresa,Ashley
188525.0,0.0,0.0,0.0,301.5210741,0.0,26.0,37.339520058,0,1.0,0.0,0.0,0.09262855947610384,0,0.011501063785833791,770,738,Brandon,Howard
102908.0,9.0,0.0,0.0,159.99402639,2.0,31.0,27.707443896,0,1.0,0.0,1.0,0.09902026292617742,0,0.006394270099307991,791,750,Mary,Tyler
18611.0,5.0,0.0,0.0,313.03794532,0.0,26.0,27.199154012,0,0.0,1.0,1.0,0.10572800448552094,0,0.059013733183496654,709,601,Rebecca,Thomas
78142.0,12.0,0.0,0.0,160.36703279,0.0,27.0,34.099757111,0,0.0,0.0,1.0,0.19493559288636986,0,0.014731391973761568,760,718,Adam,Mooney
48649.0,5.0,3.0,2.0,77.1,1.0,17.0,34.802428777,1,0.0,0.0,1.0,0.031558462050396086,1,0.9579528482672944,496,120,Trevor,Wright
215692.0,8.0,0.9143780791677707,5.0,468.1781224,1.419108433614089,55.0,30.55300542,0,1.0,0.0,1.0,0.09387377641257744,0,0.09177301308849557,692,562,Michelle,Gutierrez
32989.0,9.0,0.0,0.0,283.1,0.0,19.0,34.802428777,1,1.0,0.0,0.0,0.259381171820153,0,0.2838986840144855,642,451,Michael,Fitzgerald
136032.0,21.0,0.0,0.0,240.34747113,0.0,24.0,41.596747473,0,1.0,0.0,0.0,0.126589975621056,0,0.01638106907722579,757,709,Michael,Mcclure
23900.0,2.5,0.0,0.0,116.63333333,2.0,7.0,34.802428777,1,1.0,0.0,0.0,0.44883303410325254,0,0.6446724122487828,587,326,Jill,Foster
63508.0,1.0,0.0,0.0,155.88472429,0.0,25.0,23.58566428,0,1.0,0.0,0.0,0.1894916360477362,0,0.011117657883559966,771,741,Rick,Davis
53700.0,6.0,0.0,0.0,101.5,0.0,13.0,34.802428777,1,0.0,0.0,0.0,0.16176470587997407,1,0.4312222538221635,619,398,Arthur,Mccormick
62191.0,3.0,0.0,0.0,55.937512295,0.0,14.0,62.110721871,0,0.0,0.0,1.0,0.297512366474329,1,0.9309145235257419,515,163,Sophia,King
59828.0,18.0,0.0,0.0,157.24366245,1.0,11.0,31.626821934,0,0.0,0.0,0.0,0.13795196512384014,0,0.018192195086268074,753,700,Angela,Walsh
57993.0,10.0,0.0,0.0,173.07296854,0.0,16.0,32.142468978,0,0.0,0.0,0.0,0.18845443050057809,1,0.02204124462491551,746,685,Gregory,Lopez
22000.0,0.8,0.0,0.0,167.4,1.0,17.0,34.802428777,1,0.0,0.0,0.0,0.31225806450807075,1,0.5405822140546664,603,362,John,Booth
31303.0,29.0,0.0,0.0,246.71682738,0.0,18.0,20.205907521,0,0.0,0.0,0.0,0.2158624051212335,0,0.02078639117223082,748,689,Jacqueline,Hopkins
7000.0,5.0,0.0,0.0,265.06666667,0.0,12.0,34.802428777,1,0.0,0.0,0.0,0.22435897435178337,0,0.315311393704157,637,438,Jorge,Terry
116430.0,3.0,0.0,0.0,132.09363428,0.0,14.0,26.864568467,0,1.0,0.0,1.0,0.05348488935579318,0,0.03575145147996275,728,644,Karen,Meyers
124000.0,21.0,0.5889703679398376,0.9086151318461733,257.7,5.0,35.0,34.802428777,1,0.0,0.0,0.0,0.20454545454429235,1,0.31721091785925715,637,438,Jennifer,Powell
41301.0,5.0,1.0,0.5377263608847702,181.50235431,1.0,15.0,30.626188266,0,1.0,0.0,0.0,0.7744807121546814,0,0.0783110420220108,698,576,Kimberly,Calhoun
62000.0,10.0,2.0,6.0,226.43333333,4.0,42.0,34.802428777,1,0.0,0.0,1.0,0.12183235867327649,1,0.9047215357618849,528,191,Daniel,Charles
87248.0,20.0,0.0,0.0,270.0076812,1.0,16.0,24.543268816,0,0.0,0.0,0.0,0.13916688858797868,0,0.00753567726904527,785,750,Carrie,Hudson
135511.0,1.0,1.0,0.0,241.05228345,2.0,19.0,38.606492713,0,1.0,0.0,0.0,0.15145017614821787,0,0.013627849672220528,763,724,Alyssa,Rodriguez
391000.0,4.5,0.0,0.0,192.76666667,0.0,22.0,34.802428777,1,1.0,0.0,0.0,0.06930693069293206,1,0.23862075338399025,651,470,Chad,Taylor
13161.0,6.243330922482893,3.0,0.0,79.1,2.0,9.0,34.802428777,1,0.0,0.0,0.0,0.2652519893828846,1,0.7769171552290368,564,273,Eileen,Smith
102281.0,15.0,0.0,0.0,263.2869775,0.0,16.0,36.827785946,0,1.0,0.0,0.0,0.0892568058306636,0,0.01234929628388971,767,733,Tiffany,Smith
80441.0,7.0,0.0,0.0,87.44666334,7.0,23.0,38.495065962,0,0.0,0.0,0.0,0.2039699517416649,0,0.015509717552347847,759,714,Jennifer,Patrick
61524.0,1.0,0.0,0.0,160.38316815,1.0,21.0,35.112241195,0,1.0,0.0,0.0,0.2398554637180727,0,0.014921930046553037,760,717,Seth,Johnson
78817.0,1.0,0.0,0.0,221.55154133,1.0,37.0,16.378412953,0,1.0,0.0,0.0,0.07530707107364247,0,0.010905266543102048,771,743,Jacqueline,Brown
65022.0,0.0,3.0,4.0,206.96666667,1.0,45.0,34.802428777,1,0.0,0.0,1.0,0.299999999994,1,0.8973171252952955,531,198,Susan,Adams
47453.0,20.0,0.0,0.0,196.69969558,0.0,16.0,22.383856558,0,1.0,0.0,0.0,0.20802540099348518,0,0.008532950758978156,780,750,Raymond,Crawford
145908.0,20.0,0.0,0.0,179.71924547,0.0,21.0,38.600764985,0,1.0,0.0,0.0,0.18917200464422962,0,0.026348039080729867,739,670,Sarah,Church
66891.0,0.0,0.0,0.0,160.71128201,3.0,20.0,32.784193505,0,1.0,0.0,0.0,0.19797996908338472,0,0.016395824709326347,757,709,Cynthia,Kim
68000.0,0.1,0.0,0.0,131.86666667,0.0,30.0,34.802428777,1,1.0,0.0,0.0,0.06612357172997615,1,0.5592833189313575,600,356,Mark,Salas
145000.0,5.0,0.0,0.0,96.4,3.0,34.0,34.802428777,1,1.0,0.0,0.0,0.1702127659559982,0,0.525294186909882,605,367,Sara,Price
48018.0,2.0,0.0,0.0,186.7575926,1.0,16.0,30.655744344,0,0.0,0.0,0.0,0.1537056102525455,0,0.02264247095557107,745,682,Colton,Arnold
14601.0,24.0,0.0,0.0,320.23488221,1.0,12.0,40.015070568,0,1.0,0.0,1.0,0.12548569009380456,0,0.006614515013879491,790,750,Meredith,Alexander
51018.0,0.0,0.49807426985865266,2.0,114.9462923,0.0,23.0,40.241259872,0,1.0,0.0,1.0,0.1571919961519659,0,0.07137648991281191,701,584,Larry,Cook
79218.0,9.0,0.0,0.0,280.3437201,0.0,35.0,33.227763077,0,0.0,0.0,0.0,0.2333197950222231,1,0.058590920904662475,709,602,Aaron,Harding
68517.0,7.0,0.0,0.0,77.521818836,0.0,15.0,32.004056088,0,1.0,0.0,1.0,0.18836656338907098,0,0.011263918664101672,770,740,Dawn,Olsen
65022.0,9.0,0.0,0.2621952253208441,101.88661478,1.1510501907868789,14.0,20.808196179,0,0.0,0.0,0.0,0.6308200660713353,0,0.006822130991025397,789,750,Linda,Krause
33600.0,2.0,0.0,0.0,140.93333333,1.0,20.0,34.802428777,1,0.0,0.0,1.0,0.06722689075554929,1,0.8767039703836113,538,215,Rachel,Tapia
12577.0,7.0,0.0,0.0,133.54201413,0.0,10.0,22.964772727,0,0.0,0.0,0.0,0.3335362142341196,0,0.007623996521403902,785,750,Sherry,Holt
65022.0,7.620361854282375,0.2845277273246008,0.31911665725772803,100.67686562,1.2558894152241529,13.0,28.116067418,0,0.0,0.0,0.0,0.49255396928286155,0,0.005,800,750,Melinda,Christian
